X,Y,osm_id,name,place type,category,text_des
31.3540462,30.0482832,287531671,الصديق,school,Education,"تقع الصديق في القاهرة، مصر. نوع المنطقة: مدرسة. البيانات من OpenStreetMap."
31.3432745,30.0471539,287531809,الملك فهد,school,Education,"تقع الملك فهد في القاهرة، مصر. نوع المنطقة: مدرسة. البيانات من OpenStreetMap."
31.2706177,30.0705444,339763266,رمسيس للبنات,school,Education,"تقع رمسيس للبنات في القاهرة، مصر. نوع المنطقة: مدرسة. البيانات من OpenStreetMap."
31.2098013,30.064775,366500797,معهد القلب,hospital,Health,"تقع معهد القلب في القاهرة، مصر. نوع المنطقة: مستشفى. البيانات من OpenStreetMap."
31.2738254,30.0624158,411676470,مستشفى القوات الجوية,hospital,Health,"تقع مستشفى القوات الجوية في القاهرة، مصر. نوع المنطقة: مستشفى. البيانات من OpenStreetMap."
31.3136014,30.0914309,411891407,عيادة دكتور رفيق سليمان,clinic,Health,"تقع عيادة دكتور رفيق سليمان في القاهرة، مصر. نوع المنطقة: عام. البيانات من OpenStreetMap."
31.317617,30.0945129,411895460,مستشفي القاهرة التخصصى,hospital,Health,"تقع مستشفي القاهرة التخصصى في القاهرة، مصر. نوع المنطقة: مستشفى. البيانات من OpenStreetMap."
31.2854199,30.0112377,414554419,دار المقطم,hospital,Health,"تقع دار المقطم في القاهرة، مصر. نوع المنطقة: مستشفى. البيانات من OpenStreetMap."
31.2380509,29.9845042,432875458,الفنية المعمارية بدار السلام,school,Education,"تقع الفنية المعمارية بدار السلام في القاهرة، مصر. نوع المنطقة: مدرسة. البيانات من OpenStreetMap."
31.3455818,30.0642054,443368255,مركز الإيمان الطبي,hospital,Health,"تقع مركز الإيمان الطبي في القاهرة، مصر. نوع المنطقة: مستشفى. البيانات من OpenStreetMap."
31.3661322,30.1058829,452376256,النزهة الدولي,hospital,Health,"تقع النزهة الدولي في القاهرة، مصر. نوع المنطقة: مستشفى. البيانات من OpenStreetMap."
31.2542684,29.9660774,475367904,مستشفى الفتح الإسلامي,hospital,Health,"تقع مستشفى الفتح الإسلامي في القاهرة، مصر. نوع المنطقة: مستشفى. البيانات من OpenStreetMap."
34.5069274,28.5056901,517369653,Futures Dahab Schools,school,Education,"تقع Futures Dahab Schools في القاهرة، مصر. نوع المنطقة: مدرسة. البيانات من OpenStreetMap."
34.5114594,28.4883845,517381615,مستشفى ذهب الإختصاصي,hospital,Health,"تقع مستشفى ذهب الإختصاصي في القاهرة، مصر. نوع المنطقة: مستشفى. البيانات من OpenStreetMap."
32.899144,24.0921238,540655414,مدرسة المواساة,school,Education,"تقع مدرسة المواساة في القاهرة، مصر. نوع المنطقة: مدرسة. البيانات من OpenStreetMap."
32.9062222,24.0946419,540656849,مدرسة احمد ماهر,school,Education,"تقع مدرسة احمد ماهر في القاهرة، مصر. نوع المنطقة: مدرسة. البيانات من OpenStreetMap."
32.9047202,24.0968044,540658966,مدرسة الامام علي,school,Education,"تقع مدرسة الامام علي في القاهرة، مصر. نوع المنطقة: مدرسة. البيانات من OpenStreetMap."
31.7541485,30.304683,570066399,جامعة مدينة العاشر من رمضان,university,Education,"تقع جامعة مدينة العاشر من رمضان في القاهرة، مصر. نوع المنطقة: عام. البيانات من OpenStreetMap."
31.7314033,30.2890918,570069186,ميتشفى شرف,hospital,Health,"تقع ميتشفى شرف في القاهرة، مصر. نوع المنطقة: مستشفى. البيانات من OpenStreetMap."
31.7492561,30.2863681,570069286,Hospital,hospital,Health,"تقع Hospital في القاهرة، مصر. نوع المنطقة: مستشفى. البيانات من OpenStreetMap."
27.2873145,31.355699,595353633,الهدى الخاصة,school,Education,"تقع الهدى الخاصة في القاهرة، مصر. نوع المنطقة: مدرسة. البيانات من OpenStreetMap."
27.2413592,31.3492419,595353701,مستشفى مطروح العام,hospital,Health,"تقع مستشفى مطروح العام في القاهرة، مصر. نوع المنطقة: مستشفى. البيانات من OpenStreetMap."
27.1185516,31.3645601,595353734,الشهيد عبد المنعم رياض,school,Education,"تقع الشهيد عبد المنعم رياض في القاهرة، مصر. نوع المنطقة: مدرسة. البيانات من OpenStreetMap."
31.2457729,30.0778777,597261978,مدرسة الراعي الصالح,school,Education,"تقع مدرسة الراعي الصالح في القاهرة، مصر. نوع المنطقة: مدرسة. البيانات من OpenStreetMap."
31.2006429,30.0683058,599711425,مدينة الطلبه,university,Education,"تقع مدينة الطلبه في القاهرة، مصر. نوع المنطقة: عام. البيانات من OpenStreetMap."
31.1948512,30.0098435,602377662,أحمد لطفي,school,Education,"تقع أحمد لطفي في القاهرة، مصر. نوع المنطقة: مدرسة. البيانات من OpenStreetMap."
31.3058812,29.9852957,603602840,المستقبل,school,Education,"تقع المستقبل في القاهرة، مصر. نوع المنطقة: مدرسة. البيانات من OpenStreetMap."
31.3229757,29.8399443,653596105,مستشفي النصر,hospital,Health,"تقع مستشفي النصر في القاهرة، مصر. نوع المنطقة: مستشفى. البيانات من OpenStreetMap."
31.2771374,30.0579734,662158924,مستشفى طلبة البؤث,hospital,Health,"تقع مستشفى طلبة البؤث في القاهرة، مصر. نوع المنطقة: مستشفى. البيانات من OpenStreetMap."
31.2431749,30.0209068,663080305,مستشفى المقطم,hospital,Health,"تقع مستشفى المقطم في القاهرة، مصر. نوع المنطقة: مستشفى. البيانات من OpenStreetMap."
31.2973393,30.0846029,665450260,مستشفى كوبري القبة العسكري,hospital,Health,"تقع مستشفى كوبري القبة العسكري في القاهرة، مصر. نوع المنطقة: مستشفى. البيانات من OpenStreetMap."
31.3317412,30.0815072,678457937,مستشفى الميرغنى,hospital,Health,"تقع مستشفى الميرغنى في القاهرة، مصر. نوع المنطقة: مستشفى. البيانات من OpenStreetMap."
31.3217255,30.0905481,679929786,مدرسة القومية,school,Education,"تقع مدرسة القومية في القاهرة، مصر. نوع المنطقة: مدرسة. البيانات من OpenStreetMap."
31.481245,30.0661783,736601923,مدرسة المستقبل,school,Education,"تقع مدرسة المستقبل في القاهرة، مصر. نوع المنطقة: مدرسة. البيانات من OpenStreetMap."
29.9214767,31.1997261,738749963,مدرسة أم الرب,school,Education,"تقع مدرسة أم الرب في القاهرة، مصر. نوع المنطقة: مدرسة. البيانات من OpenStreetMap."
31.3337305,30.0583321,740750128,مدينة نصر الثانوية الصناعية,school,Education,"تقع مدينة نصر الثانوية الصناعية في القاهرة، مصر. نوع المنطقة: مدرسة. البيانات من OpenStreetMap."
31.3236339,30.0974469,741702652,القلب المقدس,school,Education,"تقع القلب المقدس في القاهرة، مصر. نوع المنطقة: مدرسة. البيانات من OpenStreetMap."
31.3489159,30.091848,741702670,مستشفى مصر للطيران,hospital,Health,"تقع مستشفى مصر للطيران في القاهرة، مصر. نوع المنطقة: مستشفى. البيانات من OpenStreetMap."
31.244444,30.962778,768600810,صيدلية د / أسماء عبيد,hospital,Health,"تقع صيدلية د / أسماء عبيد في القاهرة، مصر. نوع المنطقة: مستشفى. البيانات من OpenStreetMap."
31.36312,30.051974,836046275,Bayan,school,Education,"تقع Bayan في القاهرة، مصر. نوع المنطقة: مدرسة. البيانات من OpenStreetMap."
31.0525604,29.976147,892931755,دريم أنترناشيونال سكول,school,Education,"تقع دريم أنترناشيونال سكول في القاهرة، مصر. نوع المنطقة: مدرسة. البيانات من OpenStreetMap."
31.0367305,29.9681933,900775623,الشويفات,school,Education,"تقع الشويفات في القاهرة، مصر. نوع المنطقة: مدرسة. البيانات من OpenStreetMap."
31.0581015,29.9567789,900946397,بيونير للغات,school,Education,"تقع بيونير للغات في القاهرة، مصر. نوع المنطقة: مدرسة. البيانات من OpenStreetMap."
31.2156569,30.0152542,903481454,مستشفى الرماد,hospital,Health,"تقع مستشفى الرماد في القاهرة، مصر. نوع المنطقة: مستشفى. البيانات من OpenStreetMap."
31.3126006,30.0915231,962263145,Al-Tabary,school,Education,"تقع Al-Tabary في القاهرة، مصر. نوع المنطقة: مدرسة. البيانات من OpenStreetMap."
31.3152282,30.0909126,976137264,مدرسة الكمال الإبتدائية,school,Education,"تقع مدرسة الكمال الإبتدائية في القاهرة، مصر. نوع المنطقة: مدرسة. البيانات من OpenStreetMap."
29.9137596,31.1923271,982332606,مدرسة العباسية الثانوية,school,Education,"تقع مدرسة العباسية الثانوية في القاهرة، مصر. نوع المنطقة: مدرسة. البيانات من OpenStreetMap."
31.1344667,29.9927968,984104710,مدارس المستقبل,school,Education,"تقع مدارس المستقبل في القاهرة، مصر. نوع المنطقة: مدرسة. البيانات من OpenStreetMap."
31.4332336,30.0117503,1015761172,المدرسة الألمانية الخاصة,school,Education,"تقع المدرسة الألمانية الخاصة في القاهرة، مصر. نوع المنطقة: مدرسة. البيانات من OpenStreetMap."
29.9982302,31.2654734,1179095077,الأكاديمية العربية للعلوم والتكنولوجيا والنقل البحري,university,Education,"تقع الأكاديمية العربية للعلوم والتكنولوجيا والنقل البحري في القاهرة، مصر. نوع المنطقة: عام. البيانات من OpenStreetMap."
29.9917679,31.2636249,1179121562,مستشفى ماري مرقص,hospital,Health,"تقع مستشفى ماري مرقص في القاهرة، مصر. نوع المنطقة: مستشفى. البيانات من OpenStreetMap."
30.9473667,30.0569464,1224903975,Beverly Hills schools,school,Education,"تقع Beverly Hills schools في القاهرة، مصر. نوع المنطقة: مدرسة. البيانات من OpenStreetMap."
31.3473432,30.0637093,1438270139,منظمه الصحه العالمية,hospital,Health,"تقع منظمه الصحه العالمية في القاهرة، مصر. نوع المنطقة: مستشفى. البيانات من OpenStreetMap."
34.5146113,28.4891647,1470794916,El Kabany Language School,school,Education,"تقع El Kabany Language School في القاهرة، مصر. نوع المنطقة: مدرسة. البيانات من OpenStreetMap."
31.3292776,30.0941075,1656013830,مدرسة الفرير - مصر الجديدة,school,Education,"تقع مدرسة الفرير - مصر الجديدة في القاهرة، مصر. نوع المنطقة: مدرسة. البيانات من OpenStreetMap."
29.9408078,31.2258268,1698478723,Mostafa Kamel Hospital,hospital,Health,"تقع Mostafa Kamel Hospital في القاهرة، مصر. نوع المنطقة: مستشفى. البيانات من OpenStreetMap."
31.4679359,30.8814697,1824897702,مدرسة البستان الإبتدائية,school,Education,"تقع مدرسة البستان الإبتدائية في القاهرة، مصر. نوع المنطقة: مدرسة. البيانات من OpenStreetMap."
31.4705462,30.88133,1824902180,مدرسة البستان الإعدادية بنين,school,Education,"تقع مدرسة البستان الإعدادية بنين في القاهرة، مصر. نوع المنطقة: مدرسة. البيانات من OpenStreetMap."
31.4575289,30.8874869,1824903882,مدرسة أحمد لطفي السيد الثانوية بنين,school,Education,"تقع مدرسة أحمد لطفي السيد الثانوية بنين في القاهرة، مصر. نوع المنطقة: مدرسة. البيانات من OpenStreetMap."
31.4570783,30.8884076,1824904304,مدرسة ابن الوليد الإبتدائية,school,Education,"تقع مدرسة ابن الوليد الإبتدائية في القاهرة، مصر. نوع المنطقة: مدرسة. البيانات من OpenStreetMap."
31.4567832,30.8889462,1824904536,مدرسة ناصر الثانوية التجارية المشتركة,school,Education,"تقع مدرسة ناصر الثانوية التجارية المشتركة في القاهرة، مصر. نوع المنطقة: مدرسة. البيانات من OpenStreetMap."
31.4564506,30.8896966,1824904546,مدرسة السنبلاوين الثانوية بنات,school,Education,"تقع مدرسة السنبلاوين الثانوية بنات في القاهرة، مصر. نوع المنطقة: مدرسة. البيانات من OpenStreetMap."
30.0620238,31.3096754,1837096771,مدرسة الشهيد حسين طه,school,Education,"تقع مدرسة الشهيد حسين طه في القاهرة، مصر. نوع المنطقة: مدرسة. البيانات من OpenStreetMap."
30.0599655,31.3026351,1840688410,إدارة المنتزة التعليمية,school,Education,"تقع إدارة المنتزة التعليمية في القاهرة، مصر. نوع المنطقة: مدرسة. البيانات من OpenStreetMap."
29.9275717,31.2052904,1844289361,معهد البحوث الطبيه,hospital,Health,"تقع معهد البحوث الطبيه في القاهرة، مصر. نوع المنطقة: مستشفى. البيانات من OpenStreetMap."
29.9286838,31.2043914,1844290834,مستشفي المواساه,hospital,Health,"تقع مستشفي المواساه في القاهرة، مصر. نوع المنطقة: مستشفى. البيانات من OpenStreetMap."
30.7643128,28.0912713,1888411221,بنك الدم الإقليمى,hospital,Health,"تقع بنك الدم الإقليمى في القاهرة، مصر. نوع المنطقة: مستشفى. البيانات من OpenStreetMap."
30.7645596,28.0916688,1888411228,معهد الأورام,hospital,Health,"تقع معهد الأورام في القاهرة، مصر. نوع المنطقة: مستشفى. البيانات من OpenStreetMap."
30.7624353,28.0841913,1888411235,مستوصف الجمعية الشرعية,hospital,Health,"تقع مستوصف الجمعية الشرعية في القاهرة، مصر. نوع المنطقة: مستشفى. البيانات من OpenStreetMap."
30.7636369,28.0844184,1888411243,مدرسة السعيدية الابتدائية,school,Education,"تقع مدرسة السعيدية الابتدائية في القاهرة، مصر. نوع المنطقة: مدرسة. البيانات من OpenStreetMap."
30.7629395,28.084248,1888411246,مدرسة محمد فريد الإبتدائية,school,Education,"تقع مدرسة محمد فريد الإبتدائية في القاهرة، مصر. نوع المنطقة: مدرسة. البيانات من OpenStreetMap."
30.7618452,28.0840303,1888411263,مدرسة الإسلامية الخاصة,school,Education,"تقع مدرسة الإسلامية الخاصة في القاهرة، مصر. نوع المنطقة: مدرسة. البيانات من OpenStreetMap."
30.759458,28.0965337,1888451891,مستشفى المبرة,hospital,Health,"تقع مستشفى المبرة في القاهرة، مصر. نوع المنطقة: مستشفى. البيانات من OpenStreetMap."
30.7513548,28.1039254,1891633308,اللغات,school,Education,"تقع اللغات في القاهرة، مصر. نوع المنطقة: مدرسة. البيانات من OpenStreetMap."
31.1896206,30.0540358,1920589480,مركز عدن الطبى,hospital,Health,"تقع مركز عدن الطبى في القاهرة، مصر. نوع المنطقة: مستشفى. البيانات من OpenStreetMap."
31.2092094,29.9972489,1939482580,مكتب شئون العضوية النقابة العامة للبناء والأخشاب,hospital,Health,"تقع مكتب شئون العضوية النقابة العامة للبناء والأخشاب في القاهرة، مصر. نوع المنطقة: مستشفى. البيانات من OpenStreetMap."
31.2122779,29.9983941,1939544659,مدرسة الصناعية للبنات,school,Education,"تقع مدرسة الصناعية للبنات في القاهرة، مصر. نوع المنطقة: مدرسة. البيانات من OpenStreetMap."
31.2123288,29.9979295,1939562321,مدرسة أحمد شوقى الاعدادية بنات,school,Education,"تقع مدرسة أحمد شوقى الاعدادية بنات في القاهرة، مصر. نوع المنطقة: مدرسة. البيانات من OpenStreetMap."
30.9850089,29.9860029,1940836168,مدرسة الدلتا للغات,school,Education,"تقع مدرسة الدلتا للغات في القاهرة، مصر. نوع المنطقة: مدرسة. البيانات من OpenStreetMap."
31.2092077,29.999781,1956718704,مدرسة وجيه البغدادى الثانوية بنات,school,Education,"تقع مدرسة وجيه البغدادى الثانوية بنات في القاهرة، مصر. نوع المنطقة: مدرسة. البيانات من OpenStreetMap."
34.4329047,28.0347708,2001022531,Nabq Dental Clinic,hospital,Health,"تقع Nabq Dental Clinic في القاهرة، مصر. نوع المنطقة: مستشفى. البيانات من OpenStreetMap."
31.4551468,30.8805114,2007846786,مدرسة الشهيد الشقرى الابتدائية,school,Education,"تقع مدرسة الشهيد الشقرى الابتدائية في القاهرة، مصر. نوع المنطقة: مدرسة. البيانات من OpenStreetMap."
31.4527121,30.8814103,2007850659,مدرسة السلام الاعدادية بنين,school,Education,"تقع مدرسة السلام الاعدادية بنين في القاهرة، مصر. نوع المنطقة: مدرسة. البيانات من OpenStreetMap."
31.4523098,30.8812492,2007851962,مدرسة التربية الفكرية بالسنبلاوين,school,Education,"تقع مدرسة التربية الفكرية بالسنبلاوين في القاهرة، مصر. نوع المنطقة: مدرسة. البيانات من OpenStreetMap."
31.454616,30.8864547,2007853321,مدرسة السادات الثانويه بنين,school,Education,"تقع مدرسة السادات الثانويه بنين في القاهرة، مصر. نوع المنطقة: مدرسة. البيانات من OpenStreetMap."
31.4551253,30.8863629,2007856604,Al-Sunbullawayn Language School,school,Education,"تقع Al-Sunbullawayn Language School في القاهرة، مصر. نوع المنطقة: مدرسة. البيانات من OpenStreetMap."
31.4574967,30.8844477,2007861753,Makka Hospital,hospital,Health,"تقع Makka Hospital في القاهرة، مصر. نوع المنطقة: مستشفى. البيانات من OpenStreetMap."
31.2281767,30.0302242,2061898503,كلية الطب القصر العيني,school,Education,"تقع كلية الطب القصر العيني في القاهرة، مصر. نوع المنطقة: مدرسة. البيانات من OpenStreetMap."
31.2048411,29.9982872,2110727784,مدرسة الحسينية,school,Education,"تقع مدرسة الحسينية في القاهرة، مصر. نوع المنطقة: مدرسة. البيانات من OpenStreetMap."
31.2206045,30.0644988,2229263081,Port Said Schools,school,Education,"تقع Port Said Schools في القاهرة، مصر. نوع المنطقة: مدرسة. البيانات من OpenStreetMap."
29.9977695,31.2659303,2245257694,Saint Vincent,school,Education,"تقع Saint Vincent في القاهرة، مصر. نوع المنطقة: مدرسة. البيانات من OpenStreetMap."
31.3086855,30.129727,2268005941,مدرسة عمار بن ياسر,school,Education,"تقع مدرسة عمار بن ياسر في القاهرة، مصر. نوع المنطقة: مدرسة. البيانات من OpenStreetMap."
31.3148116,30.1371548,2268005942,مجمع الشعراوى,school,Education,"تقع مجمع الشعراوى في القاهرة، مصر. نوع المنطقة: مدرسة. البيانات من OpenStreetMap."
31.3086372,30.1300843,2268005944,البنات الاعدادية,school,Education,"تقع البنات الاعدادية في القاهرة، مصر. نوع المنطقة: مدرسة. البيانات من OpenStreetMap."
31.3077521,30.1269386,2268006755,مستشفى النور المحمدى,hospital,Health,"تقع مستشفى النور المحمدى في القاهرة، مصر. نوع المنطقة: مستشفى. البيانات من OpenStreetMap."
31.3139962,30.1333088,2268006756,مستشفى الحق,hospital,Health,"تقع مستشفى الحق في القاهرة، مصر. نوع المنطقة: مستشفى. البيانات من OpenStreetMap."
30.4580854,31.0428488,2269265329,مدرسة الفكرية,school,Education,"تقع مدرسة الفكرية في القاهرة، مصر. نوع المنطقة: مدرسة. البيانات من OpenStreetMap."
34.2279393,31.2562276,2297109152,مستشفى رفح,hospital,Health,"تقع مستشفى رفح في القاهرة، مصر. نوع المنطقة: مستشفى. البيانات من OpenStreetMap."
31.3435107,30.0975208,2312625782,ليسبه الحرية,school,Education,"تقع ليسبه الحرية في القاهرة، مصر. نوع المنطقة: مدرسة. البيانات من OpenStreetMap."
34.7926172,29.3925571,2429005805,El Wekala Medical Centre,hospital,Health,"تقع El Wekala Medical Centre في القاهرة، مصر. نوع المنطقة: مستشفى. البيانات من OpenStreetMap."
30.7558824,28.1024495,2445781992,الزهراء الإبتدائية,school,Education,"تقع الزهراء الإبتدائية في القاهرة، مصر. نوع المنطقة: مدرسة. البيانات من OpenStreetMap."
31.7380609,30.2921747,2524251214,مدرسة السادات الثانوية بنات,school,Education,"تقع مدرسة السادات الثانوية بنات في القاهرة، مصر. نوع المنطقة: مدرسة. البيانات من OpenStreetMap."
31.7566488,30.2917256,2524331007,مستشفى خميس التخصصي,hospital,Health,"تقع مستشفى خميس التخصصي في القاهرة، مصر. نوع المنطقة: مستشفى. البيانات من OpenStreetMap."
30.9337571,29.9667244,2549916507,د.محمد البراغى,hospital,Health,"تقع د.محمد البراغى في القاهرة، مصر. نوع المنطقة: مستشفى. البيانات من OpenStreetMap."
30.9345898,29.9653218,2549944486,مركز الهادى لتعليم قيادة السيارات,school,Education,"تقع مركز الهادى لتعليم قيادة السيارات في القاهرة، مصر. نوع المنطقة: مدرسة. البيانات من OpenStreetMap."
30.9437865,29.9730095,2550066152,مركز الحصرى الصحى,hospital,Health,"تقع مركز الحصرى الصحى في القاهرة، مصر. نوع المنطقة: مستشفى. البيانات من OpenStreetMap."
31.3962588,30.1457209,2621105516,Gohar School,school,Education,"تقع Gohar School في القاهرة، مصر. نوع المنطقة: مدرسة. البيانات من OpenStreetMap."
31.3955566,30.1459715,2621106542,Gohar Hospital,hospital,Health,"تقع Gohar Hospital في القاهرة، مصر. نوع المنطقة: مستشفى. البيانات من OpenStreetMap."
29.9532423,31.2291897,2707487109,I Can Read Academy,school,Education,"تقع I Can Read Academy في القاهرة، مصر. نوع المنطقة: مدرسة. البيانات من OpenStreetMap."
32.2626943,30.5902189,2722597993,عيادة الدكتور عبد الحميد صبح,hospital,Health,"تقع عيادة الدكتور عبد الحميد صبح في القاهرة، مصر. نوع المنطقة: مستشفى. البيانات من OpenStreetMap."
29.9753602,31.2504795,2928323670,كلية الإقبال القومية - بنات,school,Education,"تقع كلية الإقبال القومية - بنات في القاهرة، مصر. نوع المنطقة: مدرسة. البيانات من OpenStreetMap."
29.9623625,31.2357888,3051834198,مدرسة النوتردام دى سيون,school,Education,"تقع مدرسة النوتردام دى سيون في القاهرة، مصر. نوع المنطقة: مدرسة. البيانات من OpenStreetMap."
29.9377817,31.2115555,3051842573,مدرسة محمد كريم,school,Education,"تقع مدرسة محمد كريم في القاهرة، مصر. نوع المنطقة: مدرسة. البيانات من OpenStreetMap."
29.9203675,31.1993278,3051869674,مدرسة وابور المياه,school,Education,"تقع مدرسة وابور المياه في القاهرة، مصر. نوع المنطقة: مدرسة. البيانات من OpenStreetMap."
31.3656479,31.0453946,3118523495,مستشفى الجزيرة الدولى - السلاب,hospital,Health,"تقع مستشفى الجزيرة الدولى - السلاب في القاهرة، مصر. نوع المنطقة: مستشفى. البيانات من OpenStreetMap."
31.3655295,31.0444348,3118641469,مركز عابد للعظام,clinic,Health,"تقع مركز عابد للعظام في القاهرة، مصر. نوع المنطقة: عام. البيانات من OpenStreetMap."
31.3886277,31.0475408,3119668295,Al-Hekma Hospital,hospital,Health,"تقع Al-Hekma Hospital في القاهرة، مصر. نوع المنطقة: مستشفى. البيانات من OpenStreetMap."
31.338523,30.1042297,3157884695,مستشفي الدعاة,hospital,Health,"تقع مستشفي الدعاة في القاهرة، مصر. نوع المنطقة: مستشفى. البيانات من OpenStreetMap."
31.2143358,30.0414944,3208430197,Finy hospital,hospital,Health,"تقع Finy hospital في القاهرة، مصر. نوع المنطقة: مستشفى. البيانات من OpenStreetMap."
31.2144598,30.0374677,3214300154,مستشفى 6 اكتوبر,hospital,Health,"تقع مستشفى 6 اكتوبر في القاهرة، مصر. نوع المنطقة: مستشفى. البيانات من OpenStreetMap."
31.2516212,30.092295,3220003324,Ahmed Orabi,school,Education,"تقع Ahmed Orabi في القاهرة، مصر. نوع المنطقة: مدرسة. البيانات من OpenStreetMap."
31.2191221,30.0611031,3232998041,City International School,school,Education,"تقع City International School في القاهرة، مصر. نوع المنطقة: مدرسة. البيانات من OpenStreetMap."
31.3534174,30.5196212,3290355573,ibarhim shabaan pharmacy,hospital,Health,"تقع ibarhim shabaan pharmacy في القاهرة، مصر. نوع المنطقة: مستشفى. البيانات من OpenStreetMap."
31.4224834,30.0039967,3395906136,مركز الطبيب,hospital,Health,"تقع مركز الطبيب في القاهرة، مصر. نوع المنطقة: مستشفى. البيانات من OpenStreetMap."
29.9923347,31.2620088,3458193051,مستشفى شرق المدينة,hospital,Health,"تقع مستشفى شرق المدينة في القاهرة، مصر. نوع المنطقة: مستشفى. البيانات من OpenStreetMap."
31.3088915,29.9894551,3521404376,مدرسة دار لقمان الحكيم الدولية,school,Education,"تقع مدرسة دار لقمان الحكيم الدولية في القاهرة، مصر. نوع المنطقة: مدرسة. البيانات من OpenStreetMap."
31.4675882,30.6726112,3748661346,مستشفى فرسيس,hospital,Health,"تقع مستشفى فرسيس في القاهرة، مصر. نوع المنطقة: مستشفى. البيانات من OpenStreetMap."
31.3888576,30.1184005,3841179277,مركز الفحص الطبى لادارة الطيران الأمريكية FAA,clinic,Health,"تقع مركز الفحص الطبى لادارة الطيران الأمريكية FAA في القاهرة، مصر. نوع المنطقة: عام. البيانات من OpenStreetMap."
31.3889072,30.1183228,3841179278,مركز الفحص الطبى للطيران المدنى ICAO,clinic,Health,"تقع مركز الفحص الطبى للطيران المدنى ICAO في القاهرة، مصر. نوع المنطقة: عام. البيانات من OpenStreetMap."
29.9580884,31.2376371,3893917394,مستشفى إبراهيم عبيد التخصصي,hospital,Health,"تقع مستشفى إبراهيم عبيد التخصصي في القاهرة، مصر. نوع المنطقة: مستشفى. البيانات من OpenStreetMap."
31.2538297,30.088695,3949929966,Nasr el Islam Hosiptal,hospital,Health,"تقع Nasr el Islam Hosiptal في القاهرة، مصر. نوع المنطقة: مستشفى. البيانات من OpenStreetMap."
31.3392842,30.0464585,3966612431,عيادة د. احمد العساف,clinic,Health,"تقع عيادة د. احمد العساف في القاهرة، مصر. نوع المنطقة: عام. البيانات من OpenStreetMap."
31.3415884,30.186327,3966621289,سجن المرج العمومي,clinic,Health,"تقع سجن المرج العمومي في القاهرة، مصر. نوع المنطقة: عام. البيانات من OpenStreetMap."
31.2008468,30.0650864,3966621290,مستشفي الواحة,hospital,Health,"تقع مستشفي الواحة في القاهرة، مصر. نوع المنطقة: مستشفى. البيانات من OpenStreetMap."
30.7949642,29.2383361,3966621291,د. احمد حسين نصر,clinic,Health,"تقع د. احمد حسين نصر في القاهرة، مصر. نوع المنطقة: عام. البيانات من OpenStreetMap."
31.5023277,30.5838996,3966621293,د. ايمن عبد الرحمن,clinic,Health,"تقع د. ايمن عبد الرحمن في القاهرة، مصر. نوع المنطقة: عام. البيانات من OpenStreetMap."
31.3213395,29.8599171,3966621667,مستشفي الهلال الأحمر المصري,hospital,Health,"تقع مستشفي الهلال الأحمر المصري في القاهرة، مصر. نوع المنطقة: مستشفى. البيانات من OpenStreetMap."
31.4915372,30.5855544,3966621672,مستشفي المبرة,hospital,Health,"تقع مستشفي المبرة في القاهرة، مصر. نوع المنطقة: مستشفى. البيانات من OpenStreetMap."
31.3887808,30.1183131,3966621673,مجلس طبي وزارة الطيران المدنى,hospital,Health,"تقع مجلس طبي وزارة الطيران المدنى في القاهرة، مصر. نوع المنطقة: مستشفى. البيانات من OpenStreetMap."
31.1969057,30.0526266,3966622154,ليزك مصر,clinic,Health,"تقع ليزك مصر في القاهرة، مصر. نوع المنطقة: عام. البيانات من OpenStreetMap."
30.859477,29.3106514,3966622155,مستشفي التامين الصحي بالفيوم,hospital,Health,"تقع مستشفي التامين الصحي بالفيوم في القاهرة، مصر. نوع المنطقة: مستشفى. البيانات من OpenStreetMap."
31.2163557,30.0154743,3966622156,معهد بحوث امراض الرمد,hospital,Health,"تقع معهد بحوث امراض الرمد في القاهرة، مصر. نوع المنطقة: مستشفى. البيانات من OpenStreetMap."
31.3386349,30.105397,3966622220,د. فتحي فوزي,clinic,Health,"تقع د. فتحي فوزي في القاهرة، مصر. نوع المنطقة: عام. البيانات من OpenStreetMap."
31.4744552,30.2561237,3966622817,عيادة التامين الصحي بالعبور (القليوبية),hospital,Health,"تقع عيادة التامين الصحي بالعبور (القليوبية) في القاهرة، مصر. نوع المنطقة: مستشفى. البيانات من OpenStreetMap."
31.2154001,30.0154244,3966622857,معهد الرمد التذكاري للابحاث,hospital,Health,"تقع معهد الرمد التذكاري للابحاث في القاهرة، مصر. نوع المنطقة: مستشفى. البيانات من OpenStreetMap."
30.6736142,31.0968978,3979548721,مستشفى هيفاء الطبى,hospital,Health,"تقع مستشفى هيفاء الطبى في القاهرة، مصر. نوع المنطقة: مستشفى. البيانات من OpenStreetMap."
32.4385846,26.1226111,4030283815,مدرسة نجع الجزيرة,school,Education,"تقع مدرسة نجع الجزيرة في القاهرة، مصر. نوع المنطقة: مدرسة. البيانات من OpenStreetMap."
32.431448,26.1177657,4030313430,مدرسة البلابيش,school,Education,"تقع مدرسة البلابيش في القاهرة، مصر. نوع المنطقة: مدرسة. البيانات من OpenStreetMap."
32.432933,26.1181687,4030318934,الوحده الصحية,hospital,Health,"تقع الوحده الصحية في القاهرة، مصر. نوع المنطقة: مستشفى. البيانات من OpenStreetMap."
